352,929,512,929,512,961,352,961,0.9997986
352,368,512,368,512,397,352,397,0.99978787
64,154,352,154,352,187,64,187,0.9997774
64,745,464,745,464,776,64,776,0.99976784
64,318,208,318,208,348,64,348,0.99975306
224,807,544,807,544,835,224,835,0.99974865
64,880,208,880,208,909,64,909,0.99972945
64,715,352,715,352,748,64,748,0.9997218
224,246,544,246,544,273,224,273,0.9997211
64,184,464,184,464,215,64,215,0.99970967
64,841,192,841,192,873,64,873,0.99969864
64,279,192,279,192,312,64,312,0.9996959
240,215,544,215,544,242,240,242,0.9996878
240,775,544,775,544,803,240,803,0.9996859
256,317,352,317,352,347,256,347,0.99968576
256,878,352,878,352,908,256,908,0.99968135
64,500,592,500,592,530,64,530,0.9996809
64,471,384,471,384,500,64,500,0.99967813
64,1031,384,1031,384,1062,64,1062,0.9996706
256,842,560,842,560,872,256,872,0.9996691
64,1061,592,1061,592,1090,64,1090,0.99966764
64,366,224,366,224,406,64,406,0.9996667
256,281,560,281,560,312,256,312,0.99966574
80,572,496,572,496,619,80,619,0.9996655
64,929,224,929,224,966,64,966,0.99965835
80,7,496,7,496,56,80,56,0.9996549
224,622,352,622,352,665,224,665,0.9996531
64,441,288,441,288,472,64,472,0.9996458
64,1003,288,1003,288,1033,64,1033,0.9996439
64,245,160,245,160,274,64,274,0.9996369
224,60,352,60,352,104,224,104,0.9996357
64,805,160,805,160,835,64,835,0.99963486
192,1089,240,1089,240,1118,192,1118,0.9996344
64,216,144,216,144,244,64,244,0.99963284
64,405,240,405,240,439,64,439,0.9996309
64,966,240,966,240,999,64,999,0.9996296
192,525,240,525,240,555,192,555,0.9996289
64,778,144,778,144,804,64,804,0.99962866
